Height,Velocity,Power
400000.0,0.0,0.0023148148148147696
399999.45845754864,-2.1661698055230905,0.0023148148148147696
399998.37537255895,-4.332339958702496,0.0023148148148147696
399996.7507448571,-6.4985108071948385,0.0023148148148147696
399994.58457418246,-8.664682698657352,0.0023148148148147696
399991.8768601873,-10.830855980748186,0.0023148148148147696
399988.627602437,-12.997031001126718,0.0023148148148147696
399984.8368004101,-15.163208107453855,0.0023148148148147696
399980.5044534983,-17.329387647392338,0.0023148148148147696
399975.63056100614,-19.49556996860705,0.0023148148148147696
399970.2151221514,-21.661755418765328,0.0023148148148147696
399964.25813606504,-23.827944345537254,0.0023148148148147696
399957.75960179087,-25.99413709659598,0.0023148148148147696
399950.71951828594,-28.160334019618023,0.0023148148148147696
399943.1378844204,-30.326535462283566,0.0023148148148147696
399935.01469897735,-32.49274177227678,0.0023148148148147696
399926.34996065305,-34.65895329728611,0.0023148148148147696
399917.1436680568,-36.825170385004604,0.0023148148148147696
399907.39581971103,-38.9913933831302,0.0023148148148147696
399897.1064140512,-41.15762263936604,0.0023148148148147696
399886.27544942586,-43.32385850142077,0.0023148148148147696
399874.9029240966,-45.49010131700887,0.0023148148148147696
399862.98883623816,-47.65635143385093,0.0023148148148147696
399850.53318393824,-49.822609199673956,0.0023148148148147696
399837.53596519766,-51.98887496221171,0.0023148148148147696
399823.9971779304,-54.155149069204974,0.005208333333333315
399809.9190805246,-56.31238962303153,0.010995370370370294
399795.3061918434,-58.45155472462544,0.019675925925925875
399780.1652912254,-60.56360247202601,0.025462962962962965
399764.500897363,-62.65757544966738,0.03414351851851849
399748.31978942594,-64.72443174834855,0.04571759259259256
399731.63100706233,-66.75512945452301,0.05729166666666663
399714.4435898388,-68.74966889421786,0.07175925925925919
399696.7688378032,-70.69900814229312,0.0862268518518518
399678.61805092526,-72.60314751173121,0.10069444444444442
399660.0025290982,-74.46208730826655,0.11805555555555547
399640.9358327019,-76.26678558501527,0.13541666666666663
399621.43152204395,-78.01724263176443,0.15567129629629628
399601.50541792286,-79.70441648423126,0.17881944444444436
399581.1756016309,-81.31926516798191,0.2048611111111111
399560.46241495665,-82.85274669697984,0.22800925925925924
399539.3839390659,-84.31390356287481,0.2511574074074073
399517.95825506584,-85.702736000343,0.277199074074074
399496.20570456906,-87.01020198708665,0.29745370370370355
399474.1421080131,-88.25438622386382,0.3177083333333332
399451.78328578547,-89.4352889105392,0.33506944444444436
399429.1427976649,-90.56195248219494,0.3495370370370369
399406.2319428236,-91.64341936521163,0.3668981481481481
399383.0642809516,-92.67064748797885,0.3900462962962962
399359.6578928204,-93.62555252481378,0.4045138888888888
399336.0240774791,-94.53526136527982,0.41898148148148134
399312.1741339402,-95.39977415557821,0.4363425925925925
399288.12162174284,-96.21004878928854,0.4479166666666666
399263.875579271,-96.98416988739825,0.45949074074074064
399239.4450448774,-97.72213757435395,0.4710648148148147
399214.8390568852,-98.42395196880189,0.4855324074074073
399190.06891415064,-99.0805709382174,0.49421296296296285
399165.1413943809,-99.71007907893447,0.505787037037037
399140.06553581916,-100.30343424682667,0.5144675925925926
399114.84811612347,-100.86967878270718,0.5231481481481479
399089.49591292907,-101.4088127776692,0.5318287037037035
399064.01570384944,-101.92083631845611,0.5376157407407407
399038.41200591624,-102.41479173283179,0.5434027777777777
399012.68933614116,-102.89067910029142,0.5491898148148147
398986.8522115168,-103.34849849743186,0.5491898148148147
398960.9006278946,-103.8063344886922,0.5520833333333333
398934.836841669,-104.25514490240563,0.5520833333333333
398908.6608486549,-104.70397205619938,0.5520833333333333
398882.37264464935,-105.15281602233547,0.5549768518518519
398855.97448599245,-105.59263462771082,0.5549768518518519
398829.4663684453,-106.03247018851631,0.5549768518518519
398802.84828775143,-106.4723227755777,0.5549768518518519
398776.1202396365,-106.91219245972593,0.5549768518518519
398749.28221980855,-107.35207931179723,0.5549768518518519
398722.3342239579,-107.79198340263306,0.5578703703703702
398695.2785083185,-108.22286255770986,0.5578703703703702
398668.1150685455,-108.653759091798,0.5578703703703702
398640.84390027693,-109.08467307430278,0.5578703703703702
398613.46499913326,-109.51560457463484,0.5578703703703702
398585.9783607177,-109.94655366221009,0.5578703703703702
398558.3839806161,-110.37752040644985,0.5578703703703702
398530.68185439694,-110.80850487678075,0.5578703703703702
398502.87197761127,-111.23950714263484,0.5578703703703702
398474.9543457929,-111.67052727344957,0.5578703703703702
398446.9289544582,-112.10156533866781,0.5578703703703702
398418.7957991063,-112.53262140773793,0.5578703703703702
398390.5548752188,-112.96369555011373,0.5578703703703702
398362.20617826,-113.3947878352545,0.5607638888888888
398333.7519642382,-113.81685608725473,0.5607638888888888
398305.1922285833,-114.23894261950285,0.5636574074074072
398276.52922726964,-114.65200525465205,0.5665509259259258
398247.7652162548,-115.05604405927912,0.5694444444444442
398218.90245148016,-115.45105909851395,0.5752314814814812
398189.9454494325,-115.8280081906692,0.5781249999999998
398160.896466022,-116.19593364189885,0.589699074074074
398131.76453882817,-116.52770877542835,0.5983796296296295
398102.55644485564,-116.83237589016024,0.6070601851851851
398073.27896109683,-117.10993503527439,0.6128472222222221
398043.9366039716,-117.36942850096862,0.6215277777777777
398014.53615045064,-117.60181408379978,0.6244212962962963
397985.0798563726,-117.825176312083,0.6244212962962963
397955.5677170058,-118.04855746731502,0.6273148148148147
397926.0019881707,-118.2629153402563,0.6273148148148147
397896.38266511797,-118.47729221095992,0.6273148148148147
397866.70974308945,-118.691688114113,0.6302083333333333
397836.9854778797,-118.89706083903675,0.6302083333333333
397807.2098647136,-119.1024526643449,0.6302083333333333
397777.38289880776,-119.30786362328517,0.6302083333333333
397747.50457537046,-119.51329374910969,0.6302083333333333
397717.5748896017,-119.71874307507498,0.6302083333333333
397687.59383669303,-119.92421163444196,0.6302083333333333
397657.5614118279,-120.12969946047595,0.6302083333333333
397627.4776101813,-120.33520658644669,0.6302083333333333
397597.3424269199,-120.54073304562834,0.6273148148148147
397567.15359664074,-120.75532111666989,0.6186342592592591
397536.9043328095,-120.99705532504788,0.6099537037037035
397506.587848882,-121.26593570986107,0.5954861111111109
397476.1928371807,-121.58004680531211,0.5781249999999998
397445.7057294538,-121.9484309075024,0.5549768518518519
397415.1084363122,-122.38917256662607,0.5318287037037035
397384.38286834874,-122.90227185376519,0.5028935185185186
397353.50641501317,-123.5058133423718,0.4826388888888888
397322.4632474148,-124.17267039358191,0.4479166666666666
397291.2262338294,-124.94805434167229,0.41898148148148134
397259.7727636242,-125.81388082077032,0.3900462962962962
397228.08022613166,-126.77014997028239,0.3582175925925925
397196.12375008425,-127.8259041895244,0.3292824074074073
397163.88072473346,-128.97210140306453,0.30324074074074064
397131.330799846,-130.19969955001196,0.2743055555555554
397098.45136457763,-131.51774107330544,0.2540509259259259
397065.2265897154,-132.8990994489451,0.23090277777777773
397031.6383854292,-134.35281714459688,0.21643518518518506
396997.6754435147,-135.85176765808367,0.20196759259259262
396963.3264557071,-137.39595123061906,0.19328703703703692
396928.5846348021,-138.9672836199562,0.18749999999999994
396893.4454540937,-140.55672283359308,0.18171296296296297
396857.90438681183,-142.16426912731984,0.17881944444444436
396821.9591666832,-143.7808805144782,0.17881944444444436
396785.60978793073,-145.39751500987916,0.17881944444444436
396748.8562447123,-147.01417287372013,0.17881944444444436
396711.6985311208,-148.6308543662149,0.17881944444444436
396674.13664118387,-150.24755974759373,0.17881944444444436
396636.1705688643,-151.8642892781036,0.17881944444444436
396597.80030805984,-153.48104321800835,0.17881944444444436
396559.02585260296,-155.09782182758886,0.17881944444444436
396519.84719626117,-156.71462536714327,0.17881944444444436
396480.2643327369,-158.3314540969871,0.17881944444444436
396440.27725566755,-159.94830827745352,0.17881944444444436
396399.88595862535,-161.56518816889343,0.17881944444444436
396359.0904351174,-163.18209403167575,0.17881944444444436
396317.89067858586,-164.7990261261875,0.17881944444444436
396276.28668240766,-166.41598471283405,0.17881944444444436
396234.27843989467,-168.03297005203927,0.17881944444444436
396191.8659442936,-169.64998240424578,0.17881944444444436
396149.0491887861,-171.26702202991498,0.17592592592592587
396105.8259059274,-172.8931314348978,0.17592592592592587
396062.1960887684,-174.51926863577734,0.17592592592592587
396018.1597302948,-176.14543389452658,0.17303240740740727
395973.71456286515,-177.78066971850862,0.17303240740740727
395928.8605793337,-179.41593412581946,0.17303240740740727
395883.59777248866,-181.05122737994563,0.17303240740740727
395837.9261350526,-182.686549744394,0.17303240740740727
395791.8456596819,-184.321901482692,0.17303240740740727
395745.3563389673,-185.9572828583877,0.17303240740740727
395698.4581654335,-187.59269413505018,0.17303240740740727
395651.15113153943,-189.22813557626947,0.17303240740740727
395603.435229678,-190.86360744565695,0.17303240740740727
395555.31045217626,-192.49911000684548,0.17303240740740727
395506.7767912954,-194.1346435234895,0.17303240740740727
395457.83423923055,-195.7702082592653,0.17303240740740727
395408.4827881111,-197.40580447787121,0.17303240740740727
395358.7224300003,-199.04143244302776,0.17303240740740727
395308.5531568957,-200.67709241847786,0.17303240740740727
395257.97496072866,-202.312784667987,0.17303240740740727
395206.9878333648,-203.94850945534344,0.17303240740740727
395155.5917666037,-205.5842670443584,0.17303240740740727
395103.786752179,-207.22005769886624,0.17303240740740727
395051.57278175827,-208.85588168272463,0.17303240740740727
394998.9498469433,-210.49173925981475,0.17303240740740727
394945.9179392698,-212.12763069404153,0.17303240740740727
394892.47705020744,-213.76355624933373,0.17303240740740727
394838.62717116,-215.39951618964423,0.17303240740740727
394784.3682934653,-217.03551077895014,0.17303240740740727
394729.700408395,-218.67154028125304,0.17303240740740727
394674.6235071548,-220.30760496057914,0.17303240740740727
394619.13758088456,-221.94370508097947,0.17303240740740727
394563.24262065795,-223.57984090653008,0.17303240740740727
394506.9386174826,-225.21601270133223,0.17303240740740727
394450.22556230024,-226.85222072951257,0.17303240740740727
394393.10344598646,-228.4884652552233,0.17303240740740727
394335.5722593508,-230.1247465426424,0.17303240740740727
394277.6319931368,-231.76106485597384,0.17303240740740727
394219.2826380219,-233.39742045944763,0.17303240740740727
394160.52418461756,-235.0338136173202,0.17303240740740727
394101.3566234691,-236.67024459387443,0.17303240740740727
394041.7799450557,-238.30671365341996,0.17303240740740727
